ID,Facility Name,Province,Facility Type,District,sub District
2353,Ledwaba,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2354,Lonmin Mine Clinic,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2355,Mafefe,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2356,Malemati,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2357,Mashite Clinic,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2358,Mathabatha,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2359,Mogoto,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2360,Moletlane Clinic,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2361,Morotse-Thamagane,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2362,Mphahlele,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2363,Parliament,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2364,Rakgoatha,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2365,Slypsteen,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2366,Smugglers Union,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2367,Unit R,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2368,Zebediela,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2369,Zebediela Gateway,Limpopo,Clinic,Capricorn DM,Lepelle-Nkumpi LM
2370,Zebediela Hosp,Limpopo,District Hospital,Capricorn DM,Lepelle-Nkumpi LM
2371,Botlok Gateway,Limpopo,Clinic,Capricorn DM,Molemole LM
2372,Botlokwa Hosp,Limpopo,District Hospital,Capricorn DM,Molemole LM
2373,Dendron Clinic,Limpopo,Clinic,Capricorn DM,Molemole LM
2374,Eisleben,Limpopo,Clinic,Capricorn DM,Molemole LM
2375,Makgato,Limpopo,Clinic,Capricorn DM,Molemole LM
2376,Matoks,Limpopo,Clinic,Capricorn DM,Molemole LM
2377,Mogodi,Limpopo,Clinic,Capricorn DM,Molemole LM
2378,Ramokgopa,Limpopo,Clinic,Capricorn DM,Molemole LM
2379,A Mamabolo,Limpopo,Clinic,Capricorn DM,Polokwane LM
2380,Block 14,Limpopo,Clinic,Capricorn DM,Polokwane LM
2381,Buitestraat,Limpopo,Community Health Centre,Capricorn DM,Polokwane LM
2382,Chuene,Limpopo,Clinic,Capricorn DM,Polokwane LM
2383,Dikgale,Limpopo,Clinic,Capricorn DM,Polokwane LM
2384,J Mamabolo,Limpopo,Clinic,Capricorn DM,Polokwane LM
2385,Kganya/Boyne,Limpopo,Clinic,Capricorn DM,Polokwane LM
2386,Maja,Limpopo,Clinic,Capricorn DM,Polokwane LM
2387,Makanye,Limpopo,Clinic,Capricorn DM,Polokwane LM
2388,Makotopong,Limpopo,Clinic,Capricorn DM,Polokwane LM
2389,Mamotshwa,Limpopo,Clinic,Capricorn DM,Polokwane LM
2390,Mamushi,Limpopo,Clinic,Capricorn DM,Polokwane LM
2391,Manamela Clinic,Limpopo,Clinic,Capricorn DM,Polokwane LM
2392,Mankweng Clinic,Limpopo,Clinic,Capricorn DM,Polokwane LM
2393,Mankweng Gateway,Limpopo,Clinic,Capricorn DM,Polokwane LM
2394,Mankweng Hosp,Limpopo,Provincial Tertiary Hospital,Capricorn DM,Polokwane LM
2395,Molepo Clinic,Limpopo,Clinic,Capricorn DM,Polokwane LM
2396,Moletjie Clinic,Limpopo,Clinic,Capricorn DM,Polokwane LM
2397,Mothiba,Limpopo,Clinic,Capricorn DM,Polokwane LM
2398,Mushubaba Clinic,Limpopo,Clinic,Capricorn DM,Polokwane LM
2399,Nobody Clinic,Limpopo,Clinic,Capricorn DM,Polokwane LM
2400,Perskebult,Limpopo,Clinic,Capricorn DM,Polokwane LM
2401,Phuti,Limpopo,Clinic,Capricorn DM,Polokwane LM
2402,Pietersburg Hosp,Limpopo,Provincial Tertiary Hospital,Capricorn DM,Polokwane LM
2403,Potgieter Street,Limpopo,Community Health Centre,Capricorn DM,Polokwane LM
2404,Rethabile,Limpopo,Community Health Centre,Capricorn DM,Polokwane LM
2405,Sebayeng,Limpopo,Clinic,Capricorn DM,Polokwane LM
2406,Sehlale,Limpopo,Clinic,Capricorn DM,Polokwane LM
2407,Semenya,Limpopo,Clinic,Capricorn DM,Polokwane LM
2408,Seobi-Dikgale,Limpopo,Clinic,Capricorn DM,Polokwane LM
2409,Seshego Hosp,Limpopo,District Hospital,Capricorn DM,Polokwane LM
2410,Seshego I,Limpopo,Clinic,Capricorn DM,Polokwane LM
2411,Seshego II,Limpopo,Clinic,Capricorn DM,Polokwane LM
2412,Seshego III,Limpopo,Clinic,Capricorn DM,Polokwane LM
2413,Seshego IV,Limpopo,Clinic,Capricorn DM,Polokwane LM
2414,Soetfontein,Limpopo,Clinic,Capricorn DM,Polokwane LM
2415,Spitzkop,Limpopo,Clinic,Capricorn DM,Polokwane LM
2416,St Joseph's Hosp,Limpopo,District Hospital,Capricorn DM,Polokwane LM
2417,Dennilton Private,Limpopo,Clinic,Greater Sekhukhune DM,E Motsoaledi LM
2418,Dikgalaopeng,Limpopo,Clinic,Greater Sekhukhune DM,E Motsoaledi LM
2419,Elandsdoorn,Limpopo,Clinic,Greater Sekhukhune DM,E Motsoaledi LM
2420,Frisgewaght,Limpopo,Clinic,Greater Sekhukhune DM,E Motsoaledi LM
2421,Goedgedach,Limpopo,Clinic,Greater Sekhukhune DM,E Motsoaledi LM
2422,Groblersdal Clinic,Limpopo,Clinic,Greater Sekhukhune DM,E Motsoaledi LM
2423,Groblersdal Hosp,Limpopo,District Hospital,Greater Sekhukhune DM,E Motsoaledi LM
2424,Hlogotlou CHC,Limpopo,Community Health Centre,Greater Sekhukhune DM,E Motsoaledi LM
2425,Kwarrielaagte,Limpopo,Community Health Centre,Greater Sekhukhune DM,E Motsoaledi LM
2426,Magukubjane Clinic,Limpopo,Clinic,Greater Sekhukhune DM,E Motsoaledi LM
2427,Matsepe,Limpopo,Clinic,Greater Sekhukhune DM,E Motsoaledi LM
2428,Motetema,Limpopo,Clinic,Greater Sekhukhune DM,E Motsoaledi LM
2429,Moutse East,Limpopo,Clinic,Greater Sekhukhune DM,E Motsoaledi LM
2430,Philadelphia Hosp,Limpopo,Regional Hospital,Greater Sekhukhune DM,E Motsoaledi LM
2431,Rammupudu,Limpopo,Clinic,Greater Sekhukhune DM,E Motsoaledi LM
2432,Roossenekal,Limpopo,Clinic,Greater Sekhukhune DM,E Motsoaledi LM
2433,Zaaiplaas Clinic,Limpopo,Community Health Centre,Greater Sekhukhune DM,E Motsoaledi LM
2434,Ikageng Clinic,Limpopo,Clinic,Greater Sekhukhune DM,Fetakgomo LM
2435,Mankotsane,Limpopo,Clinic,Greater Sekhukhune DM,Fetakgomo LM
2436,Manotoana,Limpopo,Clinic,Greater Sekhukhune DM,Fetakgomo LM
2437,Mohlaletse,Limpopo,Clinic,Greater Sekhukhune DM,Fetakgomo LM
2438,Motsepe,Limpopo,Clinic,Greater Sekhukhune DM,Fetakgomo LM
2439,Mphanama,Limpopo,Clinic,Greater Sekhukhune DM,Fetakgomo LM
2440,Nchabeleng Clinic,Limpopo,Clinic,Greater Sekhukhune DM,Fetakgomo LM
2441,Nchabeleng Hosp/CHC,Limpopo,Community Health Centre,Greater Sekhukhune DM,Fetakgomo LM
2442,Nkoana,Limpopo,Clinic,Greater Sekhukhune DM,Fetakgomo LM
2443,Paulus Masha,Limpopo,Clinic,Greater Sekhukhune DM,Fetakgomo LM
2444,Phasha,Limpopo,Clinic,Greater Sekhukhune DM,Fetakgomo LM
2445,Selepe,Limpopo,Clinic,Greater Sekhukhune DM,Fetakgomo LM
2446,Seroka,Limpopo,Clinic,Greater Sekhukhune DM,Fetakgomo LM
2447,Elandskraal,Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2448,Makeepsvlei,Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2449,Marble Hall Clinic,Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2450,Marulaneng (Marble),Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2451,Matlala Clinic (MH),Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2452,Matlala Gateway,Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2453,Matlala Hosp,Limpopo,District Hospital,Greater Sekhukhune DM,Greater Marble Hall LM
2454,Mmotoaneng,Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2455,Moeding,Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2456,Moganyaka,Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2457,Moutse West Clinic,Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2458,Toitskraal,Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2459,Van der Merwes Kraal,Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2460,Witfontein,Limpopo,Clinic,Greater Sekhukhune DM,Greater Marble Hall LM
2461,Boschkloof,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2462,Burgersfort CHC,Limpopo,Community Health Centre,Greater Sekhukhune DM,Greater Tubatse LM
2463,Dilokong Gateway,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2464,Dilokong Hosp,Limpopo,District Hospital,Greater Sekhukhune DM,Greater Tubatse LM
2465,Eerstegeluk,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2466,HC Boshoff Gateway,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2467,Mahubahube,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2468,Makofane,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2469,Mashabela,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2470,Matsageng Clinic,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2471,Mecklenburg Gateway,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2472,Mecklenburg Hosp,Limpopo,District Hospital,Greater Sekhukhune DM,Greater Tubatse LM
2473,Mmutlane,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2474,Motlolo,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2475,Motshana,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2476,Naboomkoppies,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2477,Ngoabe,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2478,Penge Hosp/CHC,Limpopo,Community Health Centre,Greater Sekhukhune DM,Greater Tubatse LM
2479,Praktiseer,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2480,Rietfontein HC Bosh,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2481,Schlickmanskloof,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2482,Sterkspruit,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2483,Swaranang,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2484,Taung,Limpopo,Clinic,Greater Sekhukhune DM,Greater Tubatse LM
2485,Bosele,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2486,Dichoeung,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2487,Eensaam,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2488,Jane Furse Gateway,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2489,Jane Furse Hosp,Limpopo,District Hospital,Greater Sekhukhune DM,Makhudutamaga LM
2490,Klipspruit,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2491,Magalies,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2492,Mamokgasefoka,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2493,Mamone,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2494,Mampana,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2495,Manganeng,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2496,Marishane,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2497,Marulaneng (Makhudu),Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2498,Phaahla,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2499,Phatantsoane,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2500,Phokoane,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2501,Probeerin,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2502,Rietfontein Ngwarit,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2503,Schoonoord,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2504,Setlabosoane,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2505,St Rita's Gateway,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2506,St Rita's Hosp,Limpopo,District Hospital,Greater Sekhukhune DM,Makhudutamaga LM
2507,Tshehlwaneng,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2508,Tswaing Clinic,Limpopo,Clinic,Greater Sekhukhune DM,Makhudutamaga LM
2509,Benfarm,Limpopo,Clinic,Mopani DM,Ba-Phalaborwa LM
2510,Humulani,Limpopo,Clinic,Mopani DM,Ba-Phalaborwa LM
2511,JCI Clinic,Limpopo,Clinic,Mopani DM,Ba-Phalaborwa LM
2512,Lulekani CHC,Limpopo,Community Health Centre,Mopani DM,Ba-Phalaborwa LM
2513,Mahale Clinic,Limpopo,Clinic,Mopani DM,Ba-Phalaborwa LM
2514,Makhushane Clinic,Limpopo,Clinic,Mopani DM,Ba-Phalaborwa LM
2515,ML Malatjie Hosp,Limpopo,District Hospital,Mopani DM,Ba-Phalaborwa LM
2516,Namakgale A,Limpopo,Clinic,Mopani DM,Ba-Phalaborwa LM
2517,Namakgale B,Limpopo,Clinic,Mopani DM,Ba-Phalaborwa LM
2518,Phalaborwa Busstop,Limpopo,Clinic,Mopani DM,Ba-Phalaborwa LM
2519,Phalaborwa CHC,Limpopo,Community Health Centre,Mopani DM,Ba-Phalaborwa LM
2520,Phalaborwa LA,Limpopo,Clinic,Mopani DM,Ba-Phalaborwa LM
2521,Phelang NGO,Limpopo,Clinic,Mopani DM,Ba-Phalaborwa LM
2522,Seloane,Limpopo,Clinic,Mopani DM,Ba-Phalaborwa LM
2523,Basani,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2524,Bochabelo,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2525,Dzumeri CHC,Limpopo,Community Health Centre,Mopani DM,Greater Giyani LM
2526,Giyani CHC,Limpopo,Community Health Centre,Mopani DM,Greater Giyani LM
2527,Hlaneki Clinic,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2528,Khakhala-Hlomela,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2529,Kheyi,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2530,Kremetart,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2531,Makhuva Clinic,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2532,Mapayeni,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2533,Mhlava Willem,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2534,Msengi,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2535,Ndengeza,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2536,Ngobe,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2537,Nkhensani Gateway,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2538,Nkhensani Hosp,Limpopo,District Hospital,Mopani DM,Greater Giyani LM
2539,Nkomo B,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2540,Nkuri,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2541,Ntluri,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2542,Ratanang,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2543,Shikhumba,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2544,Shitlakati,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2545,Shivulani,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2546,Skimming,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2547,Thomo,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2548,Zava,Limpopo,Clinic,Mopani DM,Greater Giyani LM
2549,Bellevue Clinic,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2550,Bolobedu,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2551,Charlie Rangaan,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2552,Duiwelskloof CHC,Limpopo,Community Health Centre,Mopani DM,Greater Letaba LM
2553,Duiwelskloof Gateway,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2554,Kgapane Clinic,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2555,Kgapane Hosp,Limpopo,District Hospital,Mopani DM,Greater Letaba LM
2556,Lebaka,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2557,Mamaila,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2558,Mamanyoha,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2559,Maphalle,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2560,Matswi,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2561,Meedingen Clinic,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2562,Middelwater,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2563,Modjadji 5,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2564,Pheeha,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2565,Raphahlelo,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2566,Rotterdam,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2567,Seapole,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2568,Sekgopo,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2569,Senobela,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2570,Shotong,Limpopo,Clinic,Mopani DM,Greater Letaba LM
2571,Carlotta,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2572,Dan Village,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2573,Dr CN Phatudi Hosp,Limpopo,District Hospital,Mopani DM,Greater Tzaneen LM
2574,Hugo Nkabinde,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2575,Jamela Clinic,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2576,Julesburg,Limpopo,Community Health Centre,Mopani DM,Greater Tzaneen LM
2577,Khujwana,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2578,Lenyenye,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2579,Lephepane,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2580,Letaba Hosp,Limpopo,Regional Hospital,Mopani DM,Greater Tzaneen LM
2581,Letsitele Clinic,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2582,Maake,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2583,Madumane,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2584,Makgope,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2585,Mamitwa Clinic,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2586,Mariveni,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2587,Mogapeng,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2588,Mogoboya,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2589,Moime,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2590,Mokgwathi,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2591,Morapalala,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2592,Morutji,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2593,Motupa,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2594,Mugodeni Grace,Limpopo,Community Health Centre,Mopani DM,Greater Tzaneen LM
2595,Muhlaba,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2596,Nkowankowa CHC,Limpopo,Community Health Centre,Mopani DM,Greater Tzaneen LM
2597,Nyavana,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2598,Ooghoek,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2599,Ramotshinyadi,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2600,Shiluvana CHC,Limpopo,Community Health Centre,Mopani DM,Greater Tzaneen LM
2601,Tours,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2602,Tzaneen Busstop,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2603,Tzaneen Clinic,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2604,Tzaneen LA,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2605,Van Velden Mem Hosp,Limpopo,District Hospital,Mopani DM,Greater Tzaneen LM
2606,Zangoma,Limpopo,Clinic,Mopani DM,Greater Tzaneen LM
2607,Bismarck,Limpopo,Clinic,Mopani DM,Maruleng LM
2608,Hoedspruit Clinic,Limpopo,Clinic,Mopani DM,Maruleng LM
2609,Lorraine,Limpopo,Clinic,Mopani DM,Maruleng LM
2610,Mabins,Limpopo,Clinic,Mopani DM,Maruleng LM
2611,Sekororo Clinic,Limpopo,Clinic,Mopani DM,Maruleng LM
2612,Sekororo Gateway,Limpopo,Clinic,Mopani DM,Maruleng LM
2613,Sekororo Hosp,Limpopo,District Hospital,Mopani DM,Maruleng LM
2614,Sophia/Sekwai,Limpopo,Clinic,Mopani DM,Maruleng LM
2615,The Oaks,Limpopo,Clinic,Mopani DM,Maruleng LM
2616,Turkey,Limpopo,Clinic,Mopani DM,Maruleng LM
2617,Willows,Limpopo,Clinic,Mopani DM,Maruleng LM
2618,Beaconsfield,Limpopo,Clinic,Vhembe DM,Makhado LM
2619,Bungeni CHC,Limpopo,Community Health Centre,Vhembe DM,Makhado LM
2620,Davhana,Limpopo,Clinic,Vhembe DM,Makhado LM
2621,De Hoop Clinic,Limpopo,Clinic,Vhembe DM,Makhado LM
2622,Elim Hosp,Limpopo,District Hospital,Vhembe DM,Makhado LM
2623,Ha-mutsha Clinic,Limpopo,Clinic,Vhembe DM,Makhado LM
2624,Helderwater Clinic,Limpopo,Clinic,Vhembe DM,Makhado LM
2625,Khakhu,Limpopo,Clinic,Vhembe DM,Makhado LM
2626,Khomela,Limpopo,Clinic,Vhembe DM,Makhado LM
2627,Kuruleni,Limpopo,Clinic,Vhembe DM,Makhado LM
2628,Kutama,Limpopo,Clinic,Vhembe DM,Makhado LM
2629,L Trichardt Clinic,Limpopo,Clinic,Vhembe DM,Makhado LM
2630,L Trichardt Hosp,Limpopo,District Hospital,Vhembe DM,Makhado LM
2631,L Trichardt LA,Limpopo,Clinic,Vhembe DM,Makhado LM
2632,Levubu,Limpopo,Clinic,Vhembe DM,Makhado LM
2633,Madombidzha,Limpopo,Clinic,Vhembe DM,Makhado LM
2634,Makhado,Limpopo,Community Health Centre,Vhembe DM,Makhado LM
2635,Manavhela,Limpopo,Clinic,Vhembe DM,Makhado LM
2636,Manyima,Limpopo,Clinic,Vhembe DM,Makhado LM
2637,Marseilles,Limpopo,Clinic,Vhembe DM,Makhado LM
2638,Masakona,Limpopo,Clinic,Vhembe DM,Makhado LM
2639,Mashamba,Limpopo,Clinic,Vhembe DM,Makhado LM
2640,Mashau,Limpopo,Clinic,Vhembe DM,Makhado LM
2641,Matsa,Limpopo,Clinic,Vhembe DM,Makhado LM
2642,Mbokota,Limpopo,Clinic,Vhembe DM,Makhado LM
2643,Mphephu,Limpopo,Clinic,Vhembe DM,Makhado LM
2644,Mudimeli,Limpopo,Clinic,Vhembe DM,Makhado LM
2645,Muila,Limpopo,Clinic,Vhembe DM,Makhado LM
2646,Mulima,Limpopo,Clinic,Vhembe DM,Makhado LM
2647,Muwaweni,Limpopo,Clinic,Vhembe DM,Makhado LM
2648,Nkhensani Clinic,Limpopo,Clinic,Vhembe DM,Makhado LM
2649,Nthabalala,Limpopo,Clinic,Vhembe DM,Makhado LM
2650,Olifantshoek,Limpopo,Clinic,Vhembe DM,Makhado LM
2651,Phadzima,Limpopo,Clinic,Vhembe DM,Makhado LM
2652,Rabali,Limpopo,Clinic,Vhembe DM,Makhado LM
2653,Riverplaats,Limpopo,Clinic,Vhembe DM,Makhado LM
2654,Rumani,Limpopo,Clinic,Vhembe DM,Makhado LM
2655,Siloam Hosp,Limpopo,District Hospital,Vhembe DM,Makhado LM
2656,Straighthardt,Limpopo,Clinic,Vhembe DM,Makhado LM
2657,Tiyani CHC,Limpopo,Community Health Centre,Vhembe DM,Makhado LM
2658,Tshakhuma,Limpopo,Clinic,Vhembe DM,Makhado LM
2659,Tshikuwi,Limpopo,Clinic,Vhembe DM,Makhado LM
2660,Tshilwavhusiku CHC,Limpopo,Community Health Centre,Vhembe DM,Makhado LM
2661,Tshimbupfe,Limpopo,Clinic,Vhembe DM,Makhado LM
2662,Tshino,Limpopo,Clinic,Vhembe DM,Makhado LM
2663,Valdezia,Limpopo,Clinic,Vhembe DM,Makhado LM
2664,Vhambelani Maelula,Limpopo,Clinic,Vhembe DM,Makhado LM
2665,Vleifontein,Limpopo,Clinic,Vhembe DM,Makhado LM
2666,Vuvha,Limpopo,Clinic,Vhembe DM,Makhado LM
2667,Vyeboom,Limpopo,Clinic,Vhembe DM,Makhado LM
2668,Waterval,Limpopo,Clinic,Vhembe DM,Makhado LM
2669,Wayeni,Limpopo,Clinic,Vhembe DM,Makhado LM
2670,Madimbo,Limpopo,Clinic,Vhembe DM,Musina LM
2671,Messina Hosp,Limpopo,District Hospital,Vhembe DM,Musina LM
2672,Musina,Limpopo,Clinic,Vhembe DM,Musina LM
2673,Nancefield,Limpopo,Clinic,Vhembe DM,Musina LM
2674,D Fraser Hosp,Limpopo,District Hospital,Vhembe DM,Mutale LM
2675,Folovhodwe,Limpopo,Clinic,Vhembe DM,Mutale LM
2676,Guyuni,Limpopo,Clinic,Vhembe DM,Mutale LM
2677,Makuya,Limpopo,Clinic,Vhembe DM,Mutale LM
2678,Manenzhe,Limpopo,Clinic,Vhembe DM,Mutale LM
2679,Masisi,Limpopo,Clinic,Vhembe DM,Mutale LM
2680,Matavhela,Limpopo,Clinic,Vhembe DM,Mutale LM
2681,Mulala,Limpopo,Clinic,Vhembe DM,Mutale LM
2682,Mutale CHC,Limpopo,Community Health Centre,Vhembe DM,Mutale LM
2683,Rambuda,Limpopo,Clinic,Vhembe DM,Mutale LM
2684,Shakadza,Limpopo,Clinic,Vhembe DM,Mutale LM
2685,Thengwe,Limpopo,Clinic,Vhembe DM,Mutale LM
2686,Tshikundamalema,Limpopo,Clinic,Vhembe DM,Mutale LM
2687,Tshipise Clinic,Limpopo,Clinic,Vhembe DM,Mutale LM
2688,Tshiungani,Limpopo,Clinic,Vhembe DM,Mutale LM
2689,Tshixwadza,Limpopo,Clinic,Vhembe DM,Mutale LM
2690,Damani,Limpopo,Clinic,Vhembe DM,Thulamela LM
2691,Duvhuledza,Limpopo,Clinic,Vhembe DM,Thulamela LM
2692,Dzingahe,Limpopo,Clinic,Vhembe DM,Thulamela LM
2693,Dzwerani,Limpopo,Clinic,Vhembe DM,Thulamela LM
